,unplug_hourTime,Count,dayofweek,hour,typeofday
740,2019-08-21 01:00:00+00:00,48,2,1,workingday
741,2019-08-21 02:00:00+00:00,19,2,2,workingday
742,2019-08-21 03:00:00+00:00,40,2,3,workingday
743,2019-08-21 04:00:00+00:00,97,2,4,workingday
744,2019-08-21 05:00:00+00:00,442,2,5,workingday
745,2019-08-21 06:00:00+00:00,783,2,6,workingday
746,2019-08-21 07:00:00+00:00,530,2,7,workingday
747,2019-08-21 08:00:00+00:00,307,2,8,workingday
748,2019-08-21 09:00:00+00:00,237,2,9,workingday
749,2019-08-21 10:00:00+00:00,268,2,10,workingday
750,2019-08-21 11:00:00+00:00,318,2,11,workingday
751,2019-08-21 12:00:00+00:00,559,2,12,workingday
752,2019-08-21 13:00:00+00:00,775,2,13,workingday
753,2019-08-21 14:00:00+00:00,531,2,14,workingday
754,2019-08-21 15:00:00+00:00,487,2,15,workingday
755,2019-08-21 16:00:00+00:00,690,2,16,workingday
756,2019-08-21 17:00:00+00:00,699,2,17,workingday
757,2019-08-21 18:00:00+00:00,645,2,18,workingday
758,2019-08-21 19:00:00+00:00,420,2,19,workingday
759,2019-08-21 20:00:00+00:00,213,2,20,workingday
760,2019-08-21 21:00:00+00:00,162,2,21,workingday
761,2019-08-21 22:00:00+00:00,272,2,22,workingday
762,2019-08-21 23:00:00+00:00,147,2,23,workingday
763,2019-08-22 00:00:00+00:00,91,3,0,workingday
764,2019-08-22 01:00:00+00:00,42,3,1,workingday
765,2019-08-22 02:00:00+00:00,39,3,2,workingday
766,2019-08-22 03:00:00+00:00,31,3,3,workingday
767,2019-08-22 04:00:00+00:00,99,3,4,workingday
768,2019-08-22 05:00:00+00:00,431,3,5,workingday
769,2019-08-22 06:00:00+00:00,760,3,6,workingday
770,2019-08-22 07:00:00+00:00,512,3,7,workingday
771,2019-08-22 08:00:00+00:00,282,3,8,workingday
772,2019-08-22 09:00:00+00:00,263,3,9,workingday
773,2019-08-22 10:00:00+00:00,287,3,10,workingday
774,2019-08-22 11:00:00+00:00,348,3,11,workingday
775,2019-08-22 12:00:00+00:00,566,3,12,workingday
776,2019-08-22 13:00:00+00:00,797,3,13,workingday
777,2019-08-22 14:00:00+00:00,514,3,14,workingday
778,2019-08-22 15:00:00+00:00,573,3,15,workingday
779,2019-08-22 16:00:00+00:00,673,3,16,workingday
780,2019-08-22 17:00:00+00:00,650,3,17,workingday
781,2019-08-22 18:00:00+00:00,637,3,18,workingday
782,2019-08-22 19:00:00+00:00,491,3,19,workingday
783,2019-08-22 20:00:00+00:00,618,3,20,workingday
784,2019-08-22 21:00:00+00:00,664,3,21,workingday
785,2019-08-22 22:00:00+00:00,638,3,22,workingday
786,2019-08-22 23:00:00+00:00,388,3,23,workingday
787,2019-08-23 00:00:00+00:00,262,4,0,friday
788,2019-08-23 01:00:00+00:00,146,4,1,friday
789,2019-08-23 02:00:00+00:00,124,4,2,friday
790,2019-08-23 03:00:00+00:00,94,4,3,friday
791,2019-08-23 04:00:00+00:00,192,4,4,friday
792,2019-08-23 05:00:00+00:00,870,4,5,friday
793,2019-08-23 06:00:00+00:00,1494,4,6,friday
794,2019-08-23 07:00:00+00:00,910,4,7,friday
795,2019-08-23 08:00:00+00:00,560,4,8,friday
796,2019-08-23 09:00:00+00:00,536,4,9,friday
797,2019-08-23 10:00:00+00:00,532,4,10,friday
798,2019-08-23 11:00:00+00:00,734,4,11,friday
799,2019-08-23 12:00:00+00:00,1328,4,12,friday
800,2019-08-23 13:00:00+00:00,1460,4,13,friday
801,2019-08-23 14:00:00+00:00,942,4,14,friday
802,2019-08-23 15:00:00+00:00,826,4,15,friday
803,2019-08-23 16:00:00+00:00,924,4,16,friday
804,2019-08-23 17:00:00+00:00,1044,4,17,friday
805,2019-08-23 18:00:00+00:00,1126,4,18,friday
806,2019-08-23 19:00:00+00:00,881,4,19,friday
807,2019-08-23 20:00:00+00:00,576,4,20,friday
808,2019-08-23 21:00:00+00:00,506,4,21,friday
809,2019-08-23 22:00:00+00:00,646,4,22,friday
810,2019-08-23 23:00:00+00:00,546,4,23,friday
811,2019-08-24 00:00:00+00:00,462,5,0,weekend
812,2019-08-24 01:00:00+00:00,274,5,1,weekend
813,2019-08-24 02:00:00+00:00,208,5,2,weekend
814,2019-08-24 03:00:00+00:00,146,5,3,weekend
815,2019-08-24 04:00:00+00:00,192,5,4,weekend
816,2019-08-24 05:00:00+00:00,158,5,5,weekend
817,2019-08-24 06:00:00+00:00,144,5,6,weekend
818,2019-08-24 07:00:00+00:00,286,5,7,weekend
819,2019-08-24 08:00:00+00:00,424,5,8,weekend
820,2019-08-24 09:00:00+00:00,540,5,9,weekend
821,2019-08-24 10:00:00+00:00,562,5,10,weekend
822,2019-08-24 11:00:00+00:00,562,5,11,weekend
823,2019-08-24 12:00:00+00:00,603,5,12,weekend
824,2019-08-24 13:00:00+00:00,536,5,13,weekend
825,2019-08-24 14:00:00+00:00,554,5,14,weekend
826,2019-08-24 15:00:00+00:00,602,5,15,weekend
827,2019-08-24 16:00:00+00:00,652,5,16,weekend
828,2019-08-24 17:00:00+00:00,775,5,17,weekend
829,2019-08-24 18:00:00+00:00,855,5,18,weekend
830,2019-08-24 19:00:00+00:00,884,5,19,weekend
831,2019-08-24 20:00:00+00:00,457,5,20,weekend
832,2019-08-24 21:00:00+00:00,282,5,21,weekend
833,2019-08-24 22:00:00+00:00,347,5,22,weekend
834,2019-08-24 23:00:00+00:00,240,5,23,weekend
835,2019-08-25 00:00:00+00:00,232,6,0,weekend
836,2019-08-25 01:00:00+00:00,171,6,1,weekend
837,2019-08-25 02:00:00+00:00,110,6,2,weekend
838,2019-08-25 03:00:00+00:00,93,6,3,weekend
839,2019-08-25 04:00:00+00:00,80,6,4,weekend
840,2019-08-25 05:00:00+00:00,73,6,5,weekend
841,2019-08-25 06:00:00+00:00,67,6,6,weekend
842,2019-08-25 07:00:00+00:00,96,6,7,weekend
843,2019-08-25 08:00:00+00:00,177,6,8,weekend
844,2019-08-25 09:00:00+00:00,216,6,9,weekend
845,2019-08-25 10:00:00+00:00,252,6,10,weekend
846,2019-08-25 11:00:00+00:00,279,6,11,weekend
847,2019-08-25 12:00:00+00:00,280,6,12,weekend
848,2019-08-25 13:00:00+00:00,222,6,13,weekend
849,2019-08-25 14:00:00+00:00,276,6,14,weekend
850,2019-08-25 15:00:00+00:00,300,6,15,weekend
851,2019-08-25 16:00:00+00:00,305,6,16,weekend
852,2019-08-25 17:00:00+00:00,433,6,17,weekend
853,2019-08-25 18:00:00+00:00,351,6,18,weekend
854,2019-08-25 19:00:00+00:00,354,6,19,weekend
855,2019-08-25 20:00:00+00:00,280,6,20,weekend
856,2019-08-25 21:00:00+00:00,282,6,21,weekend
857,2019-08-25 22:00:00+00:00,246,6,22,weekend
858,2019-08-25 23:00:00+00:00,127,6,23,weekend
859,2019-08-26 00:00:00+00:00,89,0,0,workingday
860,2019-08-26 01:00:00+00:00,60,0,1,workingday
861,2019-08-26 02:00:00+00:00,33,0,2,workingday
862,2019-08-26 03:00:00+00:00,42,0,3,workingday
863,2019-08-26 04:00:00+00:00,113,0,4,workingday
864,2019-08-26 05:00:00+00:00,202,0,5,workingday
865,2019-08-26 06:00:00+00:00,626,0,6,workingday
866,2019-08-26 07:00:00+00:00,525,0,7,workingday
867,2019-08-26 08:00:00+00:00,284,0,8,workingday
868,2019-08-26 09:00:00+00:00,275,0,9,workingday
869,2019-08-26 10:00:00+00:00,285,0,10,workingday
870,2019-08-26 11:00:00+00:00,345,0,11,workingday
871,2019-08-26 12:00:00+00:00,576,0,12,workingday
872,2019-08-26 13:00:00+00:00,836,0,13,workingday
873,2019-08-26 14:00:00+00:00,184,0,14,workingday
874,2019-08-26 15:00:00+00:00,311,0,15,workingday
875,2019-08-26 16:00:00+00:00,254,0,16,workingday
876,2019-08-26 17:00:00+00:00,88,0,17,workingday
877,2019-08-26 18:00:00+00:00,37,0,18,workingday
878,2019-08-26 19:00:00+00:00,80,0,19,workingday
879,2019-08-26 20:00:00+00:00,144,0,20,workingday
880,2019-08-26 21:00:00+00:00,109,0,21,workingday
881,2019-08-26 22:00:00+00:00,74,0,22,workingday
882,2019-08-26 23:00:00+00:00,63,0,23,workingday
883,2019-08-27 00:00:00+00:00,41,1,0,workingday
884,2019-08-27 01:00:00+00:00,34,1,1,workingday
885,2019-08-27 02:00:00+00:00,32,1,2,workingday
886,2019-08-27 03:00:00+00:00,33,1,3,workingday
887,2019-08-27 04:00:00+00:00,96,1,4,workingday
888,2019-08-27 05:00:00+00:00,464,1,5,workingday
889,2019-08-27 06:00:00+00:00,864,1,6,workingday
890,2019-08-27 07:00:00+00:00,644,1,7,workingday
891,2019-08-27 08:00:00+00:00,325,1,8,workingday
892,2019-08-27 09:00:00+00:00,306,1,9,workingday
893,2019-08-27 10:00:00+00:00,329,1,10,workingday
894,2019-08-27 11:00:00+00:00,382,1,11,workingday
895,2019-08-27 12:00:00+00:00,676,1,12,workingday
896,2019-08-27 13:00:00+00:00,886,1,13,workingday
897,2019-08-27 14:00:00+00:00,583,1,14,workingday
898,2019-08-27 15:00:00+00:00,650,1,15,workingday
899,2019-08-27 16:00:00+00:00,805,1,16,workingday
900,2019-08-27 17:00:00+00:00,786,1,17,workingday
901,2019-08-27 18:00:00+00:00,707,1,18,workingday
902,2019-08-27 19:00:00+00:00,564,1,19,workingday
903,2019-08-27 20:00:00+00:00,329,1,20,workingday
904,2019-08-27 21:00:00+00:00,351,1,21,workingday
905,2019-08-27 22:00:00+00:00,308,1,22,workingday
906,2019-08-27 23:00:00+00:00,159,1,23,workingday
907,2019-08-28 00:00:00+00:00,100,2,0,workingday
908,2019-08-28 01:00:00+00:00,66,2,1,workingday
909,2019-08-28 02:00:00+00:00,45,2,2,workingday
910,2019-08-28 03:00:00+00:00,40,2,3,workingday
911,2019-08-28 04:00:00+00:00,109,2,4,workingday
912,2019-08-28 05:00:00+00:00,494,2,5,workingday
913,2019-08-28 06:00:00+00:00,913,2,6,workingday
914,2019-08-28 07:00:00+00:00,673,2,7,workingday
915,2019-08-28 08:00:00+00:00,386,2,8,workingday
916,2019-08-28 09:00:00+00:00,339,2,9,workingday
917,2019-08-28 10:00:00+00:00,314,2,10,workingday
918,2019-08-28 11:00:00+00:00,373,2,11,workingday
919,2019-08-28 12:00:00+00:00,673,2,12,workingday
920,2019-08-28 13:00:00+00:00,874,2,13,workingday
921,2019-08-28 14:00:00+00:00,614,2,14,workingday
922,2019-08-28 15:00:00+00:00,636,2,15,workingday
923,2019-08-28 16:00:00+00:00,799,2,16,workingday
924,2019-08-28 17:00:00+00:00,827,2,17,workingday
925,2019-08-28 18:00:00+00:00,739,2,18,workingday
926,2019-08-28 19:00:00+00:00,550,2,19,workingday
927,2019-08-28 20:00:00+00:00,389,2,20,workingday
928,2019-08-28 21:00:00+00:00,388,2,21,workingday
929,2019-08-28 22:00:00+00:00,349,2,22,workingday
930,2019-08-28 23:00:00+00:00,193,2,23,workingday
931,2019-08-29 00:00:00+00:00,131,3,0,workingday
932,2019-08-29 01:00:00+00:00,62,3,1,workingday
933,2019-08-29 02:00:00+00:00,56,3,2,workingday
934,2019-08-29 03:00:00+00:00,49,3,3,workingday
935,2019-08-29 04:00:00+00:00,122,3,4,workingday
936,2019-08-29 05:00:00+00:00,519,3,5,workingday
937,2019-08-29 06:00:00+00:00,941,3,6,workingday
938,2019-08-29 07:00:00+00:00,674,3,7,workingday
939,2019-08-29 08:00:00+00:00,373,3,8,workingday
940,2019-08-29 09:00:00+00:00,310,3,9,workingday
941,2019-08-29 10:00:00+00:00,334,3,10,workingday
942,2019-08-29 11:00:00+00:00,414,3,11,workingday
943,2019-08-29 12:00:00+00:00,643,3,12,workingday
944,2019-08-29 13:00:00+00:00,880,3,13,workingday
945,2019-08-29 14:00:00+00:00,627,3,14,workingday
946,2019-08-29 15:00:00+00:00,693,3,15,workingday
947,2019-08-29 16:00:00+00:00,828,3,16,workingday
948,2019-08-29 17:00:00+00:00,898,3,17,workingday
949,2019-08-29 18:00:00+00:00,799,3,18,workingday
950,2019-08-29 19:00:00+00:00,634,3,19,workingday
951,2019-08-29 20:00:00+00:00,399,3,20,workingday
952,2019-08-29 21:00:00+00:00,385,3,21,workingday
953,2019-08-29 22:00:00+00:00,383,3,22,workingday
954,2019-08-29 23:00:00+00:00,239,3,23,workingday
955,2019-08-30 00:00:00+00:00,147,4,0,friday
956,2019-08-30 01:00:00+00:00,99,4,1,friday
957,2019-08-30 02:00:00+00:00,78,4,2,friday
958,2019-08-30 03:00:00+00:00,65,4,3,friday
959,2019-08-30 04:00:00+00:00,111,4,4,friday
960,2019-08-30 05:00:00+00:00,502,4,5,friday
961,2019-08-30 06:00:00+00:00,871,4,6,friday
962,2019-08-30 07:00:00+00:00,620,4,7,friday
963,2019-08-30 08:00:00+00:00,363,4,8,friday
964,2019-08-30 09:00:00+00:00,332,4,9,friday
965,2019-08-30 10:00:00+00:00,373,4,10,friday
966,2019-08-30 11:00:00+00:00,427,4,11,friday
967,2019-08-30 12:00:00+00:00,831,4,12,friday
968,2019-08-30 13:00:00+00:00,926,4,13,friday
969,2019-08-30 14:00:00+00:00,608,4,14,friday
970,2019-08-30 15:00:00+00:00,573,4,15,friday
971,2019-08-30 16:00:00+00:00,545,4,16,friday
972,2019-08-30 17:00:00+00:00,132,4,17,friday
973,2019-08-30 18:00:00+00:00,202,4,18,friday
974,2019-08-30 19:00:00+00:00,367,4,19,friday
975,2019-08-30 20:00:00+00:00,288,4,20,friday
976,2019-08-30 21:00:00+00:00,234,4,21,friday
977,2019-08-30 22:00:00+00:00,332,4,22,friday
978,2019-08-30 23:00:00+00:00,332,4,23,friday
979,2019-08-31 00:00:00+00:00,253,5,0,weekend
980,2019-08-31 01:00:00+00:00,181,5,1,weekend
981,2019-08-31 02:00:00+00:00,155,5,2,weekend
982,2019-08-31 03:00:00+00:00,121,5,3,weekend
983,2019-08-31 04:00:00+00:00,109,5,4,weekend
984,2019-08-31 05:00:00+00:00,77,5,5,weekend
985,2019-08-31 06:00:00+00:00,109,5,6,weekend
986,2019-08-31 07:00:00+00:00,202,5,7,weekend
987,2019-08-31 08:00:00+00:00,262,5,8,weekend
988,2019-08-31 09:00:00+00:00,349,5,9,weekend
989,2019-08-31 10:00:00+00:00,386,5,10,weekend
990,2019-08-31 11:00:00+00:00,406,5,11,weekend
991,2019-08-31 12:00:00+00:00,418,5,12,weekend
992,2019-08-31 13:00:00+00:00,352,5,13,weekend
993,2019-08-31 14:00:00+00:00,353,5,14,weekend
994,2019-08-31 15:00:00+00:00,395,5,15,weekend
995,2019-08-31 16:00:00+00:00,408,5,16,weekend
996,2019-08-31 17:00:00+00:00,524,5,17,weekend
997,2019-08-31 18:00:00+00:00,587,5,18,weekend
998,2019-08-31 19:00:00+00:00,482,5,19,weekend
999,2019-08-31 20:00:00+00:00,402,5,20,weekend
1000,2019-08-31 21:00:00+00:00,363,5,21,weekend
1001,2019-08-31 22:00:00+00:00,397,5,22,weekend
1002,2019-08-31 23:00:00+00:00,382,5,23,weekend
1003,2019-09-01 00:00:00+00:00,297,6,0,weekend
1004,2019-09-01 01:00:00+00:00,217,6,1,weekend
1005,2019-09-01 02:00:00+00:00,173,6,2,weekend
1006,2019-09-01 03:00:00+00:00,155,6,3,weekend
1007,2019-09-01 04:00:00+00:00,128,6,4,weekend
1008,2019-09-01 05:00:00+00:00,88,6,5,weekend
1009,2019-09-01 06:00:00+00:00,106,6,6,weekend
1010,2019-09-01 07:00:00+00:00,147,6,7,weekend
1011,2019-09-01 08:00:00+00:00,212,6,8,weekend
1012,2019-09-01 09:00:00+00:00,274,6,9,weekend
1013,2019-09-01 10:00:00+00:00,405,6,10,weekend
1014,2019-09-01 11:00:00+00:00,401,6,11,weekend
1015,2019-09-01 12:00:00+00:00,405,6,12,weekend
1016,2019-09-01 13:00:00+00:00,319,6,13,weekend
1017,2019-09-01 14:00:00+00:00,378,6,14,weekend
1018,2019-09-01 15:00:00+00:00,393,6,15,weekend
1019,2019-09-01 16:00:00+00:00,495,6,16,weekend
1020,2019-09-01 17:00:00+00:00,462,6,17,weekend
1021,2019-09-01 18:00:00+00:00,495,6,18,weekend
1022,2019-09-01 19:00:00+00:00,468,6,19,weekend
1023,2019-09-01 20:00:00+00:00,339,6,20,weekend
1024,2019-09-01 21:00:00+00:00,334,6,21,weekend
1025,2019-09-01 22:00:00+00:00,300,6,22,weekend
1026,2019-09-01 23:00:00+00:00,136,6,23,weekend
1027,2019-09-02 00:00:00+00:00,107,0,0,workingday
1028,2019-09-02 01:00:00+00:00,57,0,1,workingday
1029,2019-09-02 02:00:00+00:00,37,0,2,workingday
1030,2019-09-02 03:00:00+00:00,49,0,3,workingday
1031,2019-09-02 04:00:00+00:00,122,0,4,workingday
1032,2019-09-02 05:00:00+00:00,504,0,5,workingday
1033,2019-09-02 06:00:00+00:00,1059,0,6,workingday
1034,2019-09-02 07:00:00+00:00,767,0,7,workingday
1035,2019-09-02 08:00:00+00:00,378,0,8,workingday
1036,2019-09-02 09:00:00+00:00,321,0,9,workingday
1037,2019-09-02 10:00:00+00:00,346,0,10,workingday
1038,2019-09-02 11:00:00+00:00,518,0,11,workingday
1039,2019-09-02 12:00:00+00:00,768,0,12,workingday
1040,2019-09-02 13:00:00+00:00,878,0,13,workingday
1041,2019-09-02 14:00:00+00:00,666,0,14,workingday
1042,2019-09-02 15:00:00+00:00,724,0,15,workingday
1043,2019-09-02 16:00:00+00:00,1069,0,16,workingday
1044,2019-09-02 17:00:00+00:00,1064,0,17,workingday
1045,2019-09-02 18:00:00+00:00,819,0,18,workingday
1046,2019-09-02 19:00:00+00:00,659,0,19,workingday
1047,2019-09-02 20:00:00+00:00,437,0,20,workingday
1048,2019-09-02 21:00:00+00:00,304,0,21,workingday
1049,2019-09-02 22:00:00+00:00,303,0,22,workingday
1050,2019-09-02 23:00:00+00:00,171,0,23,workingday
1051,2019-09-03 00:00:00+00:00,99,1,0,workingday
1052,2019-09-03 01:00:00+00:00,54,1,1,workingday
1053,2019-09-03 02:00:00+00:00,49,1,2,workingday
1054,2019-09-03 03:00:00+00:00,42,1,3,workingday
1055,2019-09-03 04:00:00+00:00,124,1,4,workingday
1056,2019-09-03 05:00:00+00:00,525,1,5,workingday
1057,2019-09-03 06:00:00+00:00,1238,1,6,workingday
1058,2019-09-03 07:00:00+00:00,871,1,7,workingday
1059,2019-09-03 08:00:00+00:00,440,1,8,workingday
1060,2019-09-03 09:00:00+00:00,373,1,9,workingday
1061,2019-09-03 10:00:00+00:00,353,1,10,workingday
1062,2019-09-03 11:00:00+00:00,503,1,11,workingday
1063,2019-09-03 12:00:00+00:00,826,1,12,workingday
1064,2019-09-03 13:00:00+00:00,926,1,13,workingday
1065,2019-09-03 14:00:00+00:00,728,1,14,workingday
1066,2019-09-03 15:00:00+00:00,784,1,15,workingday
1067,2019-09-03 16:00:00+00:00,1135,1,16,workingday
1068,2019-09-03 17:00:00+00:00,1126,1,17,workingday
1069,2019-09-03 18:00:00+00:00,941,1,18,workingday
1070,2019-09-03 19:00:00+00:00,711,1,19,workingday
1071,2019-09-03 20:00:00+00:00,524,1,20,workingday
1072,2019-09-03 21:00:00+00:00,415,1,21,workingday
1073,2019-09-03 22:00:00+00:00,376,1,22,workingday
1074,2019-09-03 23:00:00+00:00,199,1,23,workingday
1075,2019-09-04 00:00:00+00:00,118,2,0,workingday
1076,2019-09-04 01:00:00+00:00,81,2,1,workingday
1077,2019-09-04 02:00:00+00:00,40,2,2,workingday
1078,2019-09-04 03:00:00+00:00,53,2,3,workingday
1079,2019-09-04 04:00:00+00:00,141,2,4,workingday
1080,2019-09-04 05:00:00+00:00,565,2,5,workingday
1081,2019-09-04 06:00:00+00:00,1222,2,6,workingday
1082,2019-09-04 07:00:00+00:00,929,2,7,workingday
1083,2019-09-04 08:00:00+00:00,434,2,8,workingday
1084,2019-09-04 09:00:00+00:00,396,2,9,workingday
1085,2019-09-04 10:00:00+00:00,389,2,10,workingday
1086,2019-09-04 11:00:00+00:00,542,2,11,workingday
1087,2019-09-04 12:00:00+00:00,873,2,12,workingday
1088,2019-09-04 13:00:00+00:00,943,2,13,workingday
1089,2019-09-04 14:00:00+00:00,709,2,14,workingday
1090,2019-09-04 15:00:00+00:00,789,2,15,workingday
1091,2019-09-04 16:00:00+00:00,1112,2,16,workingday
1092,2019-09-04 17:00:00+00:00,1162,2,17,workingday
1093,2019-09-04 18:00:00+00:00,937,2,18,workingday
1094,2019-09-04 19:00:00+00:00,708,2,19,workingday
1095,2019-09-04 20:00:00+00:00,515,2,20,workingday
1096,2019-09-04 21:00:00+00:00,466,2,21,workingday
1097,2019-09-04 22:00:00+00:00,416,2,22,workingday
1098,2019-09-04 23:00:00+00:00,240,2,23,workingday
1099,2019-09-05 00:00:00+00:00,121,3,0,workingday
1100,2019-09-05 01:00:00+00:00,59,3,1,workingday
1101,2019-09-05 02:00:00+00:00,42,3,2,workingday
1102,2019-09-05 03:00:00+00:00,51,3,3,workingday
1103,2019-09-05 04:00:00+00:00,125,3,4,workingday
1104,2019-09-05 05:00:00+00:00,525,3,5,workingday
1105,2019-09-05 06:00:00+00:00,1198,3,6,workingday
1106,2019-09-05 07:00:00+00:00,920,3,7,workingday
1107,2019-09-05 08:00:00+00:00,467,3,8,workingday
1108,2019-09-05 09:00:00+00:00,396,3,9,workingday
1109,2019-09-05 10:00:00+00:00,427,3,10,workingday
1110,2019-09-05 11:00:00+00:00,523,3,11,workingday
1111,2019-09-05 12:00:00+00:00,907,3,12,workingday
1112,2019-09-05 13:00:00+00:00,954,3,13,workingday
1113,2019-09-05 14:00:00+00:00,776,3,14,workingday
1114,2019-09-05 15:00:00+00:00,765,3,15,workingday
1115,2019-09-05 16:00:00+00:00,1147,3,16,workingday
1116,2019-09-05 17:00:00+00:00,1137,3,17,workingday
1117,2019-09-05 18:00:00+00:00,976,3,18,workingday
1118,2019-09-05 19:00:00+00:00,693,3,19,workingday
1119,2019-09-05 20:00:00+00:00,475,3,20,workingday
1120,2019-09-05 21:00:00+00:00,410,3,21,workingday
1121,2019-09-05 22:00:00+00:00,365,3,22,workingday
1122,2019-09-05 23:00:00+00:00,225,3,23,workingday
1123,2019-09-06 00:00:00+00:00,145,4,0,friday
1124,2019-09-06 01:00:00+00:00,69,4,1,friday
1125,2019-09-06 02:00:00+00:00,65,4,2,friday
1126,2019-09-06 03:00:00+00:00,69,4,3,friday
1127,2019-09-06 04:00:00+00:00,99,4,4,friday
1128,2019-09-06 05:00:00+00:00,522,4,5,friday
1129,2019-09-06 06:00:00+00:00,1070,4,6,friday
1130,2019-09-06 07:00:00+00:00,839,4,7,friday
1131,2019-09-06 08:00:00+00:00,426,4,8,friday
1132,2019-09-06 09:00:00+00:00,384,4,9,friday
1133,2019-09-06 10:00:00+00:00,436,4,10,friday
1134,2019-09-06 11:00:00+00:00,557,4,11,friday
1135,2019-09-06 12:00:00+00:00,972,4,12,friday
1136,2019-09-06 13:00:00+00:00,1102,4,13,friday
1137,2019-09-06 14:00:00+00:00,734,4,14,friday
1138,2019-09-06 15:00:00+00:00,703,4,15,friday
1139,2019-09-06 16:00:00+00:00,718,4,16,friday
1140,2019-09-06 17:00:00+00:00,825,4,17,friday
1141,2019-09-06 18:00:00+00:00,737,4,18,friday
1142,2019-09-06 19:00:00+00:00,683,4,19,friday
1143,2019-09-06 20:00:00+00:00,508,4,20,friday
1144,2019-09-06 21:00:00+00:00,390,4,21,friday
1145,2019-09-06 22:00:00+00:00,435,4,22,friday
1146,2019-09-06 23:00:00+00:00,380,4,23,friday
1147,2019-09-07 00:00:00+00:00,306,5,0,weekend
1148,2019-09-07 01:00:00+00:00,222,5,1,weekend
1149,2019-09-07 02:00:00+00:00,167,5,2,weekend
1150,2019-09-07 03:00:00+00:00,147,5,3,weekend
1151,2019-09-07 04:00:00+00:00,128,5,4,weekend
1152,2019-09-07 05:00:00+00:00,92,5,5,weekend
1153,2019-09-07 06:00:00+00:00,135,5,6,weekend
1154,2019-09-07 07:00:00+00:00,226,5,7,weekend
1155,2019-09-07 08:00:00+00:00,267,5,8,weekend
1156,2019-09-07 09:00:00+00:00,358,5,9,weekend
1157,2019-09-07 10:00:00+00:00,442,5,10,weekend
1158,2019-09-07 11:00:00+00:00,463,5,11,weekend
1159,2019-09-07 12:00:00+00:00,550,5,12,weekend
1160,2019-09-07 13:00:00+00:00,391,5,13,weekend
1161,2019-09-07 14:00:00+00:00,410,5,14,weekend
1162,2019-09-07 15:00:00+00:00,479,5,15,weekend
1163,2019-09-07 16:00:00+00:00,504,5,16,weekend
1164,2019-09-07 17:00:00+00:00,595,5,17,weekend
1165,2019-09-07 18:00:00+00:00,628,5,18,weekend
1166,2019-09-07 19:00:00+00:00,556,5,19,weekend
1167,2019-09-07 20:00:00+00:00,390,5,20,weekend
1168,2019-09-07 21:00:00+00:00,339,5,21,weekend
1169,2019-09-07 22:00:00+00:00,373,5,22,weekend
1170,2019-09-07 23:00:00+00:00,401,5,23,weekend
1171,2019-09-08 00:00:00+00:00,304,6,0,weekend
1172,2019-09-08 01:00:00+00:00,220,6,1,weekend
1173,2019-09-08 02:00:00+00:00,173,6,2,weekend
1174,2019-09-08 03:00:00+00:00,142,6,3,weekend
1175,2019-09-08 04:00:00+00:00,132,6,4,weekend
1176,2019-09-08 05:00:00+00:00,89,6,5,weekend
1177,2019-09-08 06:00:00+00:00,104,6,6,weekend
1178,2019-09-08 07:00:00+00:00,174,6,7,weekend
1179,2019-09-08 08:00:00+00:00,226,6,8,weekend
1180,2019-09-08 09:00:00+00:00,352,6,9,weekend
1181,2019-09-08 10:00:00+00:00,402,6,10,weekend
1182,2019-09-08 11:00:00+00:00,492,6,11,weekend
1183,2019-09-08 12:00:00+00:00,473,6,12,weekend
1184,2019-09-08 13:00:00+00:00,349,6,13,weekend
1185,2019-09-08 14:00:00+00:00,395,6,14,weekend
1186,2019-09-08 15:00:00+00:00,522,6,15,weekend
1187,2019-09-08 16:00:00+00:00,562,6,16,weekend
1188,2019-09-08 17:00:00+00:00,546,6,17,weekend
1189,2019-09-08 18:00:00+00:00,544,6,18,weekend
1190,2019-09-08 19:00:00+00:00,504,6,19,weekend
1191,2019-09-08 20:00:00+00:00,360,6,20,weekend
1192,2019-09-08 21:00:00+00:00,356,6,21,weekend
1193,2019-09-08 22:00:00+00:00,260,6,22,weekend
1194,2019-09-08 23:00:00+00:00,164,6,23,weekend
1195,2019-09-09 00:00:00+00:00,87,0,0,workingday
1196,2019-09-09 01:00:00+00:00,56,0,1,workingday
1197,2019-09-09 02:00:00+00:00,39,0,2,workingday
1198,2019-09-09 03:00:00+00:00,55,0,3,workingday
1199,2019-09-09 04:00:00+00:00,122,0,4,workingday
1200,2019-09-09 05:00:00+00:00,525,0,5,workingday
1201,2019-09-09 06:00:00+00:00,1055,0,6,workingday
1202,2019-09-09 07:00:00+00:00,890,0,7,workingday
1203,2019-09-09 08:00:00+00:00,425,0,8,workingday
1204,2019-09-09 09:00:00+00:00,362,0,9,workingday
1205,2019-09-09 10:00:00+00:00,402,0,10,workingday
1206,2019-09-09 11:00:00+00:00,555,0,11,workingday
1207,2019-09-09 12:00:00+00:00,861,0,12,workingday
1208,2019-09-09 13:00:00+00:00,968,0,13,workingday
1209,2019-09-09 14:00:00+00:00,746,0,14,workingday
1210,2019-09-09 15:00:00+00:00,734,0,15,workingday
1211,2019-09-09 16:00:00+00:00,1201,0,16,workingday
1212,2019-09-09 17:00:00+00:00,1093,0,17,workingday
1213,2019-09-09 18:00:00+00:00,863,0,18,workingday
1214,2019-09-09 19:00:00+00:00,679,0,19,workingday
1215,2019-09-09 20:00:00+00:00,354,0,20,workingday
